id,city,city_gdp,city_population,country,emission,emission_target,target,baseline_year,year,year_status,factors,sector
666,Omaha,,578771.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
667,Allentown,,125094.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
668,Cuiabá,,650912.0,Brazil,,,,,2023,,"Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
669,Guimarães,,156830.0,Portugal,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
670,Hanoi,,8053663.0,Viet Nam,,,,,2023,,None of the above,
671,Mesa,,512498.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
672,Nijmegen,,182500.0,Netherlands,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
673,Zaragoza,,694109.0,Spain,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
674,Knoxville,,190740.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers vulnerable populations; Assessment includes consultation with partners,
675,Berkeley,,117147.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify",
676,Rionegro,,116400.0,Colombia,,,,,2023,,A process has been established for prioritizing identified hazards; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
677,Rochester,,211328.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
678,Quelimane,,350000.0,Mozambique,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
679,Montréal,,2025928.0,Canada,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Other, please specify: Assessment considers nature and biodiversity. Assessment considers environmental, territorial, social and physical susceptibilities. Assessment considers the urban climate and social resilience.",
680,Luleå,,79244.0,Sweden,,,,,2023,,"Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",
681,Santa Marta,,577388.0,Colombia,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
682,Sofia,,1217692.0,Bulgaria,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
683,Windsor,,229660.0,Canada,,,,,2023,,"Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
684,Yaoundé 6,,568971.0,Cameroon,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
685,Matsuyama-shi,,509216.0,Japan,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
686,Santiago de Guayaquil,,2440553.0,Ecuador,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems",
687,Boynton Beach,,81748.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
688,Indianapolis,,969466.0,United States of America,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
689,Baltimore,,576498.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
690,Breckenridge,,5054.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
691,Petaling Jaya,,859665.0,Malaysia,,,,,2023,,,
692,Fukuoka,,1638738.0,Japan,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
693,Santa Catarina,,306322.0,Mexico,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
694,Byron Shire,,36398.0,Australia,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
695,Blackpool,,140954.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems,
696,Arequipa,,55437.0,Peru,,,,,2023,,,
697,Alba-Iulia,,74490.0,Romania,,,,,2023,,Assessment considers vulnerable populations,
698,Taichung,,2814459.0,East Asia,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
699,Fayetteville,,96904.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
700,Freetown,,1200000.0,Sierra Leone,,,,,2023,,,
701,Monaco,,39050.0,Monaco,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
702,Oxford,,162100.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations,
703,Santa Rosa,,414812.0,Philippines,,,,,2023,,Assessment includes consultation with partners,
704,Bujumbura,,1225142.0,Burundi,,,,,2023,,Identified hazards have been incorporated into the jurisdictions overall risk management framework,
705,Amman,,4430700.0,Jordan,,,,,2023,,A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems,
706,Somerville,,79815.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
707,Lakewood,,156120.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
708,Solna,,85450.0,Sweden,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: Assessment includes risk of hindered accessibility for emergency blue lights such as police, firefighters and ambulance in case of flood.",
709,Chefchaouen,,46800.0,Morocco,,,,,2023,,Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
731,Moreland,,171357.0,Australia,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",
710,Braga,,193349.0,Portugal,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
711,Chapel Hill,,62098.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
712,Florianópolis,,537213.0,Brazil,,,,,2023,,"Other, please specify: Estudo de crescimento da mancha urbana",
713,Fort Collins,,171839.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
714,São José do Rio Preto,,480439.0,Brazil,,,,,2023,,"A process has been established for prioritizing identified hazards; Other, please specify: No link acima é possível acessar o Mapeamento de Riscos de 2012 realizado pelo Instituto Geológico de São Paulo e o Relatório Técnico 153.853-205 com mapeamento de riscos realizado pelo Instituto de Pesquisas Tecnológicas do Estado de São Paulo.",
715,"Columbia, MO",,128464.0,United States of America,,,,,2023,,Assessment considers vulnerable populations; Assessment considers water security,
716,Helsingør,,63399.0,Denmark,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
717,Zagreb,,767131.0,Croatia,,,,,2023,,Assessment considers nature; Assessment considers water security; Assessment includes sectors and/or urban systems,
718,Easton,,28057.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
719,Bucaramanga,,608947.0,Colombia,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
720,Antananarivo,,1275000.0,Madagascar,,,,,2023,,Assessment considers vulnerable populations; Assessment includes consultation with partners,
721,Manchester,,2867800.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
722,Halifax,,480582.0,Canada,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
723,Brussels,,188737.0,Belgium,,,,,2023,,Assessment considers transition risks,
724,New Taipei,,4017000.0,East Asia,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
725,Mérida,,995129.0,Mexico,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: La evaluación identifica peligro ante fenómenos de origen geológico, hidrometeorológico, químico-tecnológicos, sanitario-ecológicos y sociorganizativos. La ciudad cuenta con escenarios de cambio climático de temperatura y precipitación(RCP 8.5 y 4.5)",
726,Cleveland,,374861.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
727,León de los Aldamas,,1721215.0,Mexico,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers transition risks; Assessment considers vulnerable populations,
728,Oslo,,709037.0,Norway,,,,,2023,,"Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: Risk and vulnerability assessment for the municipal plan for land use.",
729,Memphis,,634139.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
730,Hamilton,,569355.0,Canada,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
732,Buenos Aires,,3081550.0,Argentina,,,,,2023,,None of the above,
733,Oakland,,445849.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
734,Fredensborg,,41721.0,Denmark,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
735,Goyang-si,,1077742.0,Republic of Korea,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: Goyang city has also evaluated vulnerabilities of Health, Disaster, Agriculture and  Forest.",
736,Lahti,,120093.0,Finland,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers water security,
737,Arlington,,235500.0,United States of America,,,,,2023,,Identified hazards have been incorporated into the jurisdictions overall risk management framework,
738,Toronto,,3025647.0,Canada,,,,,2023,,A process has been established for prioritizing identified hazards,
739,St. Petersburg,,270000.0,United States of America,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
740,Santiago de Cali,,2280907.0,Colombia,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Other, please specify: Se ha establecido una evaluación de la vulnerabilidad  fisica.",
741,Manta,,264281.0,Ecuador,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Other, please specify: la evaluación incluye el sector agrícola e infraestructura vial",
742,Manhattan Beach,,35506.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
743,City of Melbourne,,159813.0,Australia,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
744,Valongo,,94672.0,Portugal,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
745,"Washington, DC",,668791.0,United States of America,,,,,2023,,"Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
746,Auckland,,1715600.0,New Zealand,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
747,Chula Vista,,274449.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
748,Magdalena del Mar,,60290.0,Peru,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations,
749,Quito,,2831122.0,Ecuador,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
750,Cartagena,,1065570.0,Colombia,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers water security,
751,Ann Arbor,,119875.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
752,Flagstaff,,75907.0,United States of America,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers water security,
753,Chicago,,2696555.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
754,ROUEN Cedex,,494299.0,France,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers transition risks; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
755,Winston-Salem,,252000.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations,
840,Venezia,,253174.0,Italy,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers vulnerable populations,
756,Reigate,,1203108.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",
757,Lisbon,,545796.0,Portugal,,,,,2023,,A process has been established to update the assessment at least every five years,
758,Lima,,599196.0,Peru,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
759,Cardiff,,359512.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
760,Västervik Municipality,,36650.0,Sweden,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
761,Växjö,,97137.0,Sweden,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: Assessment considers impact on infrastructure, the built environment, energy etc",
762,Sacramento,,525041.0,United States of America,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
763,Honolulu,,995638.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
764,Mannheim,,325691.0,Germany,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
765,Canoas,,349728.0,Brazil,,,,,2023,,,
766,Gwangju-si,,1454017.0,Republic of Korea,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
767,Phoenix,,1657035.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
768,Sunderland,,274200.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
769,Lucca,,88798.0,Italy,,,,,2023,,,
770,Houston,,2288250.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
771,Bangkok,,5494932.0,Thailand,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
772,Trondheim,,212660.0,Norway,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
773,Ugu,,753336.0,South Africa,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers water security,
774,Abasan Al-Kabira,,35000.0,State of Palestine,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers transition risks; Assessment considers water security,
799,Quezon City,,2960048.0,Philippines,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
841,Can Tho City,,1253893.0,Viet Nam,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations,
775,Boulder County,,329793.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
776,City of Sydney,,217748.0,Australia,,,,,2023,,Assessment considers vulnerable populations,
777,Belfast,,6938.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
778,Athens,,643452.0,Greece,,,,,2023,,"Other, please specify: GHG emissions inventory at national level",
779,Albany,,99224.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",
780,Bournemouth,,400100.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
781,Newcastle,,171307.0,Australia,,,,,2023,,"Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems",
782,Apuí,,20647.0,Brazil,,,,,2023,,"Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
783,Norwich,,144000.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: Energy, transport, housing, biodiversity - focus is specifically on vulnerable groups and communities.",
784,Amsterdam,,881933.0,Netherlands,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners",
785,Cape Town,,4678900.0,South Africa,,,,,2023,,Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
786,Frederikshavn,,59234.0,Denmark,,,,,2023,,"Other, please specify: Assessment considers risk analyzes of cultral values, vulnerable citizens, floods, rise in groundwater, coastal protection and drought",
787,Dubuque,,58873.0,United States of America,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
788,Takoma Park,,17703.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
